Nome: MARINGA
Codigo Estacao: A835
Latitude: -23.40527777
Longitude: -51.93277777
Altitude: 548.51
Situacao: Operante
Data Inicial: 2006-11-20
Data Final: 2024-07-07
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);
2022-12-29;16,4;30,3;
2022-12-30;0;31,3;
2022-12-31;0;31,2;
2023-01-01;0;32,4;
2023-01-02;0;26,3;
2023-01-03;9;29,1;
2023-01-04;14,4;23,4;
2023-01-05;9;25,8;
2023-01-06;,4;27,9;
2023-01-07;0;26,9;
2023-01-08;0;28;
2023-01-09;0;28,1;
2023-01-10;0;28,9;
2023-01-11;1;28,5;
2023-01-12;25;28,6;
2023-01-13;7,2;27,1;
2023-01-14;null;29,6;
2023-01-15;null;29,3;
2023-01-16;null;31,4;
2023-01-17;null;31;
2023-01-18;null;32;
2023-01-19;null;30,3;
2023-01-20;null;28,4;
2023-01-21;null;30,7;
2023-01-22;null;29,8;
2023-01-23;null;30,2;
2023-01-24;null;32,2;
2023-01-25;21,2;32,8;
2023-01-26;6,2;33,2;
2023-01-27;0;32,8;
2023-01-28;0;32,1;
2023-01-29;0;32,3;
2023-01-30;null;26,2;
2023-01-31;null;26;
2023-02-01;null;29;
2023-02-02;null;28,2;
2023-02-03;null;26,6;
2023-02-04;null;29,6;
2023-02-05;null;30,4;
2023-02-06;0;31,9;
2023-02-07;0;31,6;
2023-02-08;0;31,9;
2023-02-09;21;33,1;
2023-02-10;8,2;29,3;
2023-02-11;null;27,8;
2023-02-12;null;30,2;
2023-02-13;null;30,4;
2023-02-14;5,6;32,2;
2023-02-15;5,4;28,7;
2023-02-16;2;25;
2023-02-17;88,2;25,8;
2023-02-18;2,6;29,4;
2023-02-19;0;26,4;
2023-02-20;,6;22,2;
2023-02-21;7;26,2;
2023-02-22;29,4;30,5;
2023-02-23;0;26,5;
2023-02-24;24,8;24,5;
2023-02-25;,2;29,6;
2023-02-26;,2;27,5;
2023-02-27;,2;29,3;
2023-02-28;2;30,5;
2023-03-01;65,8;30,5;
2023-03-02;,4;31,2;
2023-03-03;47,4;31,2;
2023-03-04;0;32;
2023-03-05;13,6;31,6;
2023-03-06;,2;31,7;
2023-03-07;0;32,1;
2023-03-08;2;31,4;
2023-03-09;0;32,2;
2023-03-10;,8;29,2;
2023-03-11;31,2;28,3;
2023-03-12;1,4;26,9;
2023-03-13;12,8;27;
2023-03-14;12,8;28;
2023-03-15;1;27,5;
2023-03-16;9,8;28,1;
2023-03-17;7;30,4;
2023-03-18;0;32,1;
2023-03-19;4,4;32,4;
2023-03-20;29,4;32,1;
2023-03-21;0;32,1;
2023-03-22;,2;33,2;
2023-03-23;0;33,4;
2023-03-24;0;33,5;
2023-03-25;0;33,6;
2023-03-26;0;33,1;
2023-03-27;0;32,3;
2023-03-28;53;31,3;
2023-03-29;0;32,7;
2023-03-30;0;31;
2023-03-31;0;32,7;
2023-04-01;0;33,1;
2023-04-02;0;31,9;
2023-04-03;0;31,4;
2023-04-04;0;31,9;
2023-04-05;0;31,5;
2023-04-06;0;29,4;
2023-04-07;19;28;
2023-04-08;0;28,6;
2023-04-09;18,8;29;
2023-04-10;0;29,9;
2023-04-11;0;29,9;
2023-04-12;0;31,1;
2023-04-13;0;30,8;
2023-04-14;8,4;27,2;
2023-04-15;0;28,3;
2023-04-16;0;28,6;
2023-04-17;14,4;24,8;
2023-04-18;29,4;23,4;
2023-04-19;18,4;24,1;
2023-04-20;13,8;22,6;
2023-04-21;0;24,9;
2023-04-22;0;28,7;
2023-04-23;0;28,1;
2023-04-24;0;28,9;
2023-04-25;1,4;25,9;
2023-04-26;40,4;24,4;
2023-04-27;,2;25,3;
2023-04-28;0;25,6;
2023-04-29;0;26,8;
2023-04-30;0;27,2;
2023-05-01;0;28,7;
2023-05-02;0;27,4;
2023-05-03;5,6;28,1;
2023-05-04;0;29,5;
2023-05-05;0;29,3;
2023-05-06;0;29,8;
2023-05-07;0;28,7;
2023-05-08;0;29,2;
2023-05-09;0;27,4;
2023-05-10;0;28,2;
2023-05-11;0;25,3;
2023-05-12;0;23,9;
2023-05-13;0;23,6;
2023-05-14;0;24,9;
2023-05-15;0;25,9;
2023-05-16;0;27,6;
2023-05-17;0;26;
2023-05-18;0;26,7;
2023-05-19;0;25,6;
2023-05-20;0;25,1;
2023-05-21;0;26,8;
2023-05-22;0;26,6;
2023-05-23;0;27,7;
2023-05-24;0;27,2;
2023-05-25;0;28,1;
2023-05-26;0;28;
2023-05-27;0;28,7;
2023-05-28;26,8;20,8;
2023-05-29;0;25;
2023-05-30;0;19,8;
2023-05-31;0;23,2;
2023-06-01;0;24,4;
2023-06-02;0;24,6;
2023-06-03;0;26,1;
2023-06-04;0;26,8;
2023-06-05;0;25,4;
2023-06-06;0;24,5;
2023-06-07;0;26,2;
2023-06-08;0;26,9;
2023-06-09;0;27,5;
2023-06-10;0;28,4;
2023-06-11;0;29,8;
2023-06-12;0;23,5;
2023-06-13;18;16,8;
2023-06-14;46,4;14,9;
2023-06-15;27,2;12,1;
2023-06-16;0;12,9;
2023-06-17;0;18,3;
2023-06-18;0;20,5;
2023-06-19;0;20,9;
2023-06-20;0;24,9;
2023-06-21;0;24,6;
2023-06-22;0;27;
2023-06-23;0;26,5;
2023-06-24;0;27,5;
2023-06-25;0;27,7;
2023-06-26;0;26,8;
2023-06-27;0;26,8;
2023-06-28;0;27,7;
2023-06-29;0;26,5;
2023-06-30;0;25;
2023-07-01;0;26,1;
2023-07-02;0;25,2;
2023-07-03;0;24,4;
2023-07-04;0;23,8;
2023-07-05;0;26,2;
2023-07-06;0;26,6;
2023-07-07;0;25,4;
2023-07-08;0;22,5;
2023-07-09;4;22,6;
2023-07-10;1;27,5;
2023-07-11;0;30,3;
2023-07-12;0;29,7;
2023-07-13;11,4;24,6;
2023-07-14;null;17,4;
2023-07-15;0;20,5;
2023-07-16;0;21,5;
2023-07-17;0;23,9;
2023-07-18;0;21,9;
2023-07-19;0;24,8;
2023-07-20;0;26;
2023-07-21;0;26,5;
2023-07-22;0;26,7;
2023-07-23;0;28,3;
2023-07-24;0;28,9;
2023-07-25;0;28,7;
2023-07-26;0;29,2;
2023-07-27;0;26,8;
2023-07-28;1,4;24,7;
2023-07-29;2;24,1;
2023-07-30;0;25,3;
2023-07-31;0;27,5;
2023-08-01;0;28,1;
2023-08-02;0;29,8;
2023-08-03;0;29,3;
2023-08-04;0;29,6;
2023-08-05;0;30,1;
2023-08-06;0;31,8;
2023-08-07;0;33,9;
2023-08-08;8,6;24,8;
2023-08-09;13,2;23,9;
2023-08-10;,6;31;
2023-08-11;0;30,4;
2023-08-12;4;23,7;
2023-08-13;9;24,6;
2023-08-14;0;25,6;
2023-08-15;0;28,5;
2023-08-16;0;28,2;
2023-08-17;0;30,7;
2023-08-18;0;32,9;
2023-08-19;12,2;24,5;
2023-08-20;0;27,2;
2023-08-21;,4;30;
2023-08-22;0;32,9;
2023-08-23;0;34,3;
2023-08-24;0;34,1;
2023-08-25;0;28,6;
2023-08-26;2,4;23;
2023-08-27;,2;22;
2023-08-28;0;24,5;
2023-08-29;0;26,1;
2023-08-30;0;28,8;
2023-08-31;0;29,5;
2023-09-01;0;30,8;
2023-09-02;0;25,9;
2023-09-03;16,4;34,1;
2023-09-04;0;33,3;
2023-09-05;4,6;28,4;
2023-09-06;0;28,3;
2023-09-07;0;30,3;
2023-09-08;0;27,2;
2023-09-09;43,8;21,1;
2023-09-10;,4;30,7;
2023-09-11;0;32,6;
2023-09-12;0;34,4;
2023-09-13;2,4;34,1;
2023-09-14;3,8;21,2;
2023-09-15;0;27,2;
2023-09-16;0;30,8;
2023-09-17;0;35,4;
2023-09-18;0;33,1;
2023-09-19;0;33,9;
2023-09-20;0;35,6;
2023-09-21;14,6;35;
2023-09-22;0;37,1;
2023-09-23;0;37,1;
2023-09-24;0;37,5;
2023-09-25;0;38,1;
2023-09-26;0;36,6;
2023-09-27;0;31,7;
2023-09-28;0;28,7;
2023-09-29;0;30,3;
2023-09-30;0;32,7;
2023-10-01;0;28,7;
2023-10-02;0;33;
2023-10-03;0;35,7;
2023-10-04;0;36,4;
2023-10-05;23,4;31;
2023-10-06;0;35,8;
2023-10-07;0;36,6;
2023-10-08;59,2;23,8;
2023-10-09;38,6;28,4;
2023-10-10;0;31,1;
2023-10-11;0;34,9;
2023-10-12;0;35;
2023-10-13;0;24;
2023-10-14;1;28,2;
2023-10-15;0;33,4;
2023-10-16;0;35,7;
2023-10-17;19,6;30,3;
2023-10-18;1,2;31,6;
2023-10-19;,4;28,1;
2023-10-20;2,2;30,2;
2023-10-21;0;32,3;
2023-10-22;0;33,3;
2023-10-23;0;35,3;
2023-10-24;5;29,7;
2023-10-25;6,8;28,6;
2023-10-26;0;31,4;
2023-10-27;12,6;24,4;
2023-10-28;17;30,1;
2023-10-29;7,4;27,8;
2023-10-30;5,6;29,8;
2023-10-31;38,2;26,5;
2023-11-01;5,8;28,9;
2023-11-02;0;29,8;
2023-11-03;,2;28,7;
2023-11-04;,6;24,1;
2023-11-05;0;31,6;
2023-11-06;0;32,1;
2023-11-07;0;33,6;
2023-11-08;0;35,6;
2023-11-09;0;32;
2023-11-10;0;34,5;
2023-11-11;0;36,6;
2023-11-12;0;38,2;
2023-11-13;14,6;33,5;
2023-11-14;14,8;31,8;
2023-11-15;28,2;32;
2023-11-16;0;36,1;
2023-11-17;0;35,9;
2023-11-18;0;35,3;
2023-11-19;25,2;30,6;
2023-11-20;19,6;27,2;
2023-11-21;0;32,6;
2023-11-22;0;33;
2023-11-23;28;27,4;
2023-11-24;82,8;22,6;
2023-11-25;36,4;20,5;
2023-11-26;,4;22,6;
2023-11-27;,6;27,9;
2023-11-28;0;27,7;
2023-11-29;19,4;30,5;
2023-11-30;18,4;33,2;
2023-12-01;0;34,4;
2023-12-02;0;34,7;
2023-12-03;0;33,1;
2023-12-04;0;30,6;
2023-12-05;1;28,4;
2023-12-06;0;31,9;
2023-12-07;0;32,6;
2023-12-08;22,4;30,6;
2023-12-09;0;29,8;
2023-12-10;,6;26,4;
2023-12-11;35;29,7;
2023-12-12;0;31,9;
2023-12-13;0;31,9;
2023-12-14;0;34;
2023-12-15;0;36,7;
2023-12-16;0;35,9;
2023-12-17;0;36;
2023-12-18;21,8;35;
2023-12-19;43,2;32,9;
2023-12-20;0;32,4;
2023-12-21;0;32,1;
2023-12-22;,2;32,8;
2023-12-23;0;31,1;
2023-12-24;52,6;29,1;
2023-12-25;0;31,7;
2023-12-26;17,4;30,8;
2023-12-27;0;31,2;
2023-12-28;0;32,3;
2023-12-29;0;34,6;
2023-12-30;,4;29,1;
2023-12-31;0;31,6;
2024-01-01;0;32,2;
2024-01-02;0;31,2;
2024-01-03;0;32,6;
2024-01-04;0;33,3;
2024-01-05;0;32,4;
2024-01-06;9,4;33,7;
2024-01-07;0;35,4;
2024-01-08;0;36,3;
2024-01-09;0;35,6;
2024-01-10;0;34,5;
2024-01-11;0;31,9;
2024-01-12;2,4;32,5;
2024-01-13;19,2;30,2;
2024-01-14;0;32,9;
2024-01-15;0;30,4;
2024-01-16;0;34,4;
2024-01-17;0;31,7;
2024-01-18;0;33,3;
2024-01-19;15,2;29,5;
2024-01-20;,4;29,2;
2024-01-21;47,6;31,6;
2024-01-22;,2;26,6;
2024-01-23;38;24,8;
2024-01-24;,2;29,3;
2024-01-25;,2;27,5;
2024-01-26;11,6;26,8;
2024-01-27;0;29,2;
2024-01-28;0;30,8;
2024-01-29;1,2;32,3;
2024-01-30;0;33,4;
2024-01-31;0;34,1;
2024-02-01;1,8;32,4;
2024-02-02;6;33,3;
2024-02-03;0;33;
2024-02-04;0;32,2;
2024-02-05;13,6;31,8;
2024-02-06;3,4;32,8;
2024-02-07;0;32,4;
2024-02-08;,6;34,2;
2024-02-09;0;34,7;
2024-02-10;8;34,2;
2024-02-11;0;35,1;
2024-02-12;0;32,5;
2024-02-13;0;34,7;
2024-02-14;0;34,1;
2024-02-15;6,4;25,7;
2024-02-16;1,4;27,7;
2024-02-17;9;32,4;
2024-02-18;0;31;
2024-02-19;,8;30,5;
2024-02-20;16,4;27,7;
2024-02-21;5,2;28,6;
2024-02-22;0;32,4;
2024-02-23;3,2;30,9;
2024-02-24;2;34;
2024-02-25;3,6;30,7;
2024-02-26;7,2;34,2;
2024-02-27;1,8;35,2;
2024-02-28;2,2;35,5;
2024-02-29;14,2;35,1;
2024-03-01;6,6;34,3;
2024-03-02;0;33,9;
2024-03-03;0;35,2;
2024-03-04;0;34,9;
2024-03-05;0;33,6;
2024-03-06;0;33;
2024-03-07;0;32,1;
2024-03-08;null;31,1;
2024-03-09;null;32,6;
2024-03-10;1;34,2;
2024-03-11;0;34,6;
2024-03-12;0;34,1;
2024-03-13;0;35,3;
2024-03-14;0;37,4;
2024-03-15;0;35,7;
2024-03-16;0;36,8;
2024-03-17;0;32,6;
2024-03-18;15,6;32,6;
2024-03-19;0;35,4;
2024-03-20;0;34;
2024-03-21;0;34,4;
2024-03-22;1,2;31,3;
2024-03-23;0;26,9;
2024-03-24;0;24,2;
2024-03-25;0;29,8;
2024-03-26;0;31,8;
2024-03-27;0;29,5;
2024-03-28;0;30,4;
2024-03-29;0;31,8;
2024-03-30;0;33,4;
2024-03-31;0;34;
2024-04-01;null;29,6;
2024-04-02;8,4;30,9;
2024-04-03;0;32,6;
2024-04-04;null;33;
2024-04-05;0;34,7;
2024-04-06;2,4;33,3;
2024-04-07;0;31;
2024-04-08;21;29,7;
2024-04-09;0;31,1;
2024-04-10;0;30,8;
2024-04-11;0;32;
2024-04-12;0;32,1;
2024-04-13;0;29,6;
2024-04-14;22,8;23,2;
2024-04-15;26,2;26,4;
2024-04-16;22,2;24,6;
2024-04-17;null;null;
2024-04-18;null;27,1;
2024-04-19;0;27,6;
2024-04-20;0;28,6;
2024-04-21;0;30,4;
2024-04-22;0;30,8;
2024-04-23;0;32;
2024-04-24;0;30,4;
2024-04-25;0;31,2;
2024-04-26;0;31,7;
2024-04-27;0;32,9;
2024-04-28;0;32,5;
2024-04-29;0;32,8;
2024-04-30;0;33;
2024-05-01;0;33,2;
2024-05-02;0;33,2;
2024-05-03;0;32,9;
2024-05-04;0;33;
2024-05-05;0;32,6;
2024-05-06;0;32;
2024-05-07;0;32,4;
2024-05-08;0;32,8;
2024-05-09;0;31,8;
2024-05-10;0;30,8;
2024-05-11;0;31,9;
2024-05-12;0;32,7;
2024-05-13;0;29,1;
2024-05-14;0;23,8;
2024-05-15;0;22,9;
2024-05-16;0;28,7;
2024-05-17;0;30,8;
2024-05-18;0;25,5;
2024-05-19;null;null;
2024-05-20;null;null;
2024-05-21;null;28,4;
2024-05-22;null;null;
2024-05-23;null;30,8;
2024-05-24;null;25;
2024-05-25;6;18,4;
2024-05-26;1;16,1;
2024-05-27;21,2;16,9;
2024-05-28;,8;14,9;
2024-05-29;null;21,1;
2024-05-30;0;23,6;
2024-05-31;0;23;
2024-06-01;0;25,8;
2024-06-02;0;27,3;
2024-06-03;null;29,2;
2024-06-04;0;27,2;
2024-06-05;0;27;
2024-06-06;0;28,7;
2024-06-07;0;28,9;
2024-06-08;0;28,4;
2024-06-09;0;29,1;
2024-06-10;0;30,1;
2024-06-11;0;30,3;
2024-06-12;0;29,5;
2024-06-13;null;null;
2024-06-14;null;null;
2024-06-15;null;null;
2024-06-16;null;null;
2024-06-17;null;30;
2024-06-18;0;29,1;
2024-06-19;null;null;
2024-06-20;null;null;
2024-06-21;null;null;
2024-06-22;null;29,9;
2024-06-23;0;31,7;
2024-06-24;0;30,9;
2024-06-25;0;29,6;
2024-06-26;0;24,3;
2024-06-27;0;25,2;
2024-06-28;0;27,9;
2024-06-29;0;23,9;
2024-06-30;0;22,7;
2024-07-01;null;25,3;
2024-07-02;0;27,7;
2024-07-03;0;30,3;
2024-07-04;0;30,4;
2024-07-05;0;31,1;
2024-07-06;0;29,2;
2024-07-07;0;null;

